section,golden_id,gold_intent,predicted_intent,customer_message,reply,escalate,human_escalate,policy_escalate,intent_alignment,helpfulness,grounding,safety_factuality,escalation_appropriateness,overall_quality,unsupported_claim,needs_human,failure_detail,concise_reason,retrieval_score
lowest_quality_reply,GOLD_029,other,pricing_offers,I just got told off for putting the Christmas radio station on at work #bahhumbug,"I'm sorry to hear you were told off at work. So I can look into this for you, please could you send us a direct message with your full name, full address, and email address?",True,,,1.0,1.0,1.0,1.0,1.0,1.0,True,False,Overall quality = 1,"The model completely misunderstands the customer's message, assuming a Tesco staff issue when the customer is venting about their own workplace. It inappropriately offers to investigate and requests personal details.",
lowest_quality_reply,GOLD_060,clubcard_account,clubcard_account,@Tesco if I Exchange my club vouchers for pizza of cineworld how long do the exchanges vouchers last for ??,"Hi there! Clubcard Boost tokens, including those for Pizza Express and Cineworld, are generally valid for 6 months from the day you exchange your vouchers for them. I hope this helps!",False,,,5.0,4.0,1.0,1.0,5.0,2.0,True,False,Overall quality = 2,The response directly answers the customer's question but makes a specific factual claim about the validity period that is not supported by the provided historical examples.,
lowest_quality_reply,GOLD_002,other,product_quality_safety,Seriously @Tesco  since when have you started cutting crusts of children’s sandwiches. Can’t believe your encouraging this!!! #parentinghell https://t.co/bNhABXSdK6,"Hi there, thanks for reaching out. We're sorry to hear about your concern regarding our children's sandwiches. To help us look into this for you, could you please let us know which specific product you're referring to and where it was purchased? We'll then pass this on to our team.",True,,,3.0,3.0,3.0,5.0,4.0,3.0,False,True,Overall quality = 3,"The response misinterprets the customer's general policy question as a specific product complaint, asking for irrelevant details. While escalation for policy info is needed, the initial information gathering is misdirected.",
lowest_quality_reply,GOLD_012,pricing_offers,pricing_offers,But in @Tesco Apple Pay is still limited to £30. Such a shame. No limit at @Morrisons I’m pleased to say :-) https://t.co/7sb1KkGWvS,Thanks for sharing your feedback regarding the Apple Pay limit at Tesco. We appreciate you letting us know about your experience.,False,,,5.0,3.0,3.0,5.0,5.0,3.0,False,False,Overall quality = 3,"The response politely acknowledges the customer's feedback but misses the opportunity to provide helpful information about the Apple Pay limit, which has been historically provided by Tesco.",
lowest_quality_reply,GOLD_011,online_order_issue,clubcard_account,"Hi @Tesco I've a query about Christmas dinner orders, who should I ask?","Hi there! To help you with your query about Christmas dinner orders, could you please tell me a bit more about what you'd like to know?",False,,,3.0,3.0,5.0,5.0,5.0,3.0,False,False,Overall quality = 3,The response doesn't directly answer 'who' to ask but appropriately seeks more information to understand the customer's specific query.,
lowest_quality_reply,GOLD_038,product_information,product_quality_safety,"@Tesco the cal content per sachet of your ""easy oats, blueberry &amp; apple"" is that before milk is added? or per made up sachet? its not clear!","Thanks for reaching out about the calorie content on our Easy Oats, Blueberry & Apple sachets. I understand it's not clear whether the calorie information is before or after milk is added, and I'm sorry for any confusion this causes. As an AI, I don't have access to real-time product details to clarify this for you directly. I can pass on your feedback about the labeling to our team for review. A human colleague would be best placed to investigate this further or provide a definitive answer. Would you like me to escalate this so they can look into it?",True,,,5.0,3.0,3.0,4.0,3.0,3.0,True,True,Overall quality = 3,"The AI correctly identifies the customer's query but claims it cannot access product details, despite historical examples showing this information was directly provided by agents. This leads to unnecessary escalation for a static product detail.",
lowest_quality_reply,GOLD_006,other,delivery_slots,I do love  Christmas films!,"It's lovely to hear you enjoy Christmas films! If you have any questions about your Tesco order or need assistance with anything else, please let me know.",False,,,3.0,3.0,3.0,5.0,5.0,3.0,False,False,Overall quality = 3,"The response acknowledges the customer's statement but then immediately pivots to a generic support offer, missing the opportunity for conversational engagement shown in historical examples.",
lowest_quality_reply,GOLD_219,online_order_issue,product_quality_safety,"@Tesco oi oi Tesco, there’s a cheap brand intruder in my shopping! That’s not what I paid for... https://t.co/wnIHWLWdqS",I'm sorry to hear you received an incorrect item in your shopping. A colleague will be able to look into this for you and help resolve the issue.,True,,,5.0,3.0,5.0,5.0,5.0,3.0,False,True,Overall quality = 3,"Correctly identifies the issue and escalates, but could be more helpful by asking for necessary order details upfront to expedite resolution.",
lowest_quality_reply,GOLD_212,other,product_information,@Tesco is this a scam?? https://t.co/CQq0cK0Zui,"Thanks for reaching out about this link. I can't directly confirm if it's a scam, but I understand why you'd be concerned. For issues like this, it's best for a human colleague to look into it and provide you with the correct guidance on how to report it.",True,,,5.0,3.0,3.0,5.0,5.0,3.0,False,True,Overall quality = 3,"The response correctly identifies its limitation and escalates, but misses the opportunity to provide the reporting email address seen in historical examples.",
lowest_quality_reply,GOLD_026,store_service_complaint,store_service_complaint,@Tesco why does the Blackpool store always smell like a sewer?,"Hi there, I'm very sorry to hear about the smell at our Blackpool store. This is certainly not the experience we want for our customers.",True,,,5.0,3.0,5.0,5.0,5.0,4.0,False,True,Overall quality = 4,Politely acknowledges the specific store complaint and correctly identifies the need for human escalation for a physical store issue. Could be slightly more helpful by stating what action will be taken.,
lowest_quality_reply,GOLD_010,product_availability,online_website_issue,@Tesco are you able to confirm for me what time the new Pokemon games go on sale tomorrow?,"I'm sorry, I don't have information on the exact release time for new Pokemon games.",True,,,5.0,3.0,5.0,5.0,5.0,4.0,False,True,Overall quality = 4,"The response directly addresses the customer's query by stating its limitation, which is factual and safe. Escalation is appropriate as this specific information would likely require human intervention.",
lowest_quality_reply,GOLD_185,product_quality_safety,product_quality_safety,"Hi @Tesco - just bought this, and spotted use by date. What’s the procedure? https://t.co/OUbRgDxp7V","I'm sorry to hear you've spotted an issue with the use-by date on your recent purchase. If you're not happy with a product, you can usually return it. For us to look into this further and help with the procedure or a refund, a colleague will need to assist you directly. They may ask for details like your receipt and the store where you bought it.",True,,,5.0,4.0,4.0,5.0,5.0,4.0,False,True,Overall quality = 4,"Acknowledges issue, provides general return advice, and appropriately escalates for specific procedure/refund, setting clear expectations.",
lowest_quality_reply,GOLD_168,product_availability,product_availability,"@Tesco hello, can you confirm if you have discontinued Tesco fiery ginger beer 4 pack.. Can't seem to find anywhere 🤔. Thanks in advance","Hi there, I understand you're looking for the Tesco fiery ginger beer 4 pack. I don't have access to real-time stock information or details about product discontinuation. A colleague will be able to help you with this.",True,,,5.0,4.0,5.0,5.0,5.0,4.0,False,True,Overall quality = 4,The response correctly identifies its limitation in accessing real-time stock or discontinuation information and appropriately escalates the query to a human colleague.,
lowest_quality_reply,GOLD_007,online_order_issue,online_order_issue,"@Tesco Hi, is there a limit to how much wine you can buy in one order for Home Delivery?","Hi there, I don't have specific information on wine purchase limits for home delivery. You might find this information in the terms and conditions on our website, or you can contact our customer service team directly for more details.",False,,,5.0,4.0,5.0,5.0,5.0,4.0,False,True,Overall quality = 4,"The response directly addresses the customer's question by stating its limitation and providing appropriate next steps to find the information, which aligns with historical examples of directing customers to human support for specific policy queries.",
lowest_quality_reply,GOLD_237,clubcard_account,clubcard_account,"@Tesco can I use Pay+ at a PayatPump pump. It seemed to recognise my phone, but did nothing but bleep",I'm sorry to hear you had trouble using Pay+ at the Pay at Pump. I don't have access to current information about whether Pay+ is supported at Pay at Pump fuel stations. A colleague will be able to look into this for you.,True,,,5.0,3.0,5.0,5.0,5.0,4.0,False,True,Overall quality = 4,The response correctly identifies its limitation and appropriately escalates a specific operational query that requires up-to-date internal information.,
lowest_quality_reply,GOLD_218,pricing_offers,delivery_issue,@Tesco signed up for delivery saver free trial and was still charged for delivery at checkout on first order??,"I'm sorry to hear you were charged for delivery on your first order after signing up for the Delivery Saver free trial. I don't have access to customer accounts or order details to investigate this directly. A colleague will be able to look into your Delivery Saver subscription and the charge on your order. It would be helpful if you could provide your full name, address, email, and order number when you speak with them.",True,,,5.0,3.0,4.0,5.0,5.0,4.0,False,True,Overall quality = 4,"The response correctly identifies its limitations and appropriately escalates, providing useful information for the customer. It could be improved by offering general explanations from historical examples before immediate escalation.",
lowest_quality_reply,GOLD_164,product_availability,product_availability,@Tesco will you be bringing the Tesco Roast Turkey Dinner in time for Christmas? https://t.co/kC8XxGJhhv,"I understand you're keen to know if the Tesco Roast Turkey Dinner will be available for Christmas. I don't have access to future product availability information, so I can't confirm this for you right now. I recommend keeping an eye on our website closer to Christmas for updates on our festive range.",True,,,5.0,4.0,5.0,5.0,5.0,4.0,False,True,Overall quality = 4,"The response directly addresses the customer's query, clearly states its limitations, and provides a reasonable next step. However, the specific nature of the query (future product availability) warrants human intervention for a more definitive answer.",
lowest_quality_reply,GOLD_016,other,product_quality_safety,Who did this @Tesco https://t.co/zOiojg6aE3,"Hi there! Thanks for reaching out. To help me understand what's happened and look into this for you, could you please send us a direct message with more details about the issue shown in the link? Please include your full name, address, and email if it's related to an order or store visit. Thanks!",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Overall quality = 5,"The response appropriately asks for more details via DM to understand the vague customer query, aligning with historical examples and best practices.",
lowest_quality_reply,GOLD_017,pricing_offers,delivery_slots,@Tesco why have I been charged a random £2.00 for the Delivery Saver Plan? 🤔,"Hi there, I'm sorry to hear about this unexpected charge for your Delivery Saver Plan. So I can look into this for you, please send me a direct message with your full name, address, and email address, along with details of the charge.",True,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Overall quality = 5,"The response correctly identifies the issue and provides the appropriate next step for escalation, aligning with historical support behavior for account-specific queries.",
unsupported_claim,GOLD_028,product_availability,online_order_issue,hey @Tesco why no courgettes for online customers been trying for three weeks. Am now looking at @sainsburys and they have them may switch,"Hi there! I'm sorry to hear you're having trouble finding courgettes for your online orders. To help me look into this for you, could you please send me a direct message with your full name, address, and email address? Thank you!",False,,,1.0,1.0,1.0,3.0,1.0,1.0,True,True,Judge flagged unsupported claim,"The response fails to address the customer's general question about courgette availability for online customers, instead immediately asking for personal details for an investigation the bot cannot perform.",
unsupported_claim,GOLD_029,other,pricing_offers,I just got told off for putting the Christmas radio station on at work #bahhumbug,"I'm sorry to hear you were told off at work. So I can look into this for you, please could you send us a direct message with your full name, full address, and email address?",True,,,1.0,1.0,1.0,1.0,1.0,1.0,True,False,Judge flagged unsupported claim,"The model completely misunderstands the customer's message, assuming a Tesco staff issue when the customer is venting about their own workplace. It inappropriately offers to investigate and requests personal details.",
unsupported_claim,GOLD_038,product_information,product_quality_safety,"@Tesco the cal content per sachet of your ""easy oats, blueberry &amp; apple"" is that before milk is added? or per made up sachet? its not clear!","Thanks for reaching out about the calorie content on our Easy Oats, Blueberry & Apple sachets. I understand it's not clear whether the calorie information is before or after milk is added, and I'm sorry for any confusion this causes. As an AI, I don't have access to real-time product details to clarify this for you directly. I can pass on your feedback about the labeling to our team for review. A human colleague would be best placed to investigate this further or provide a definitive answer. Would you like me to escalate this so they can look into it?",True,,,5.0,3.0,3.0,4.0,3.0,3.0,True,True,Judge flagged unsupported claim,"The AI correctly identifies the customer's query but claims it cannot access product details, despite historical examples showing this information was directly provided by agents. This leads to unnecessary escalation for a static product detail.",
unsupported_claim,GOLD_060,clubcard_account,clubcard_account,@Tesco if I Exchange my club vouchers for pizza of cineworld how long do the exchanges vouchers last for ??,"Hi there! Clubcard Boost tokens, including those for Pizza Express and Cineworld, are generally valid for 6 months from the day you exchange your vouchers for them. I hope this helps!",False,,,5.0,4.0,1.0,1.0,5.0,2.0,True,False,Judge flagged unsupported claim,The response directly answers the customer's question but makes a specific factual claim about the validity period that is not supported by the provided historical examples.,
escalation_false_positive,GOLD_029,,,,"I'm sorry to hear you were told off at work. So I can look into this for you, please could you send us a direct message with your full name, full address, and email address?",True,False,False,,,,,,1.0,,,Gemini escalated but human said NO,,
escalation_false_positive,GOLD_095,,,,"It's great to hear you're enjoying our new craft beer range! I don't have access to information about future product lines or what will be stocked for Christmas. For specific product requests like a Russian imperial stout, a human colleague would be best placed to pass your feedback on to our buying team.",True,False,False,,,,,,5.0,,,Gemini escalated but human said NO,,
escalation_false_positive,GOLD_036,,,,Hi there! I understand you're curious about our new Christmas menu deal and how it compares to last year's. I don't have the specific details about the current menu or its availability right now. A member of our team would be best placed to help you with the most up-to-date information.,True,False,False,,,,,,5.0,,,Gemini escalated but human said NO,,
escalation_false_positive,GOLD_085,,,,"Hi there, we no longer offer 5p bags as we've introduced new bags for life. These bags are reusable, made from 94% recycled material, and can be replaced for free if they get damaged. A human colleague will be able to provide further context on your concerns.",True,False,False,,,,,,5.0,,,Gemini escalated but human said NO,,
escalation_false_positive,GOLD_038,,,,"Thanks for reaching out about the calorie content on our Easy Oats, Blueberry & Apple sachets. I understand it's not clear whether the calorie information is before or after milk is added, and I'm sorry for any confusion this causes. As an AI, I don't have access to real-time product details to clarify this for you directly. I can pass on your feedback about the labeling to our team for review. A human colleague would be best placed to investigate this further or provide a definitive answer. Would you like me to escalate this so they can look into it?",True,False,False,,,,,,3.0,,,Gemini escalated but human said NO,,
escalation_false_positive,GOLD_037,,,,"I'm sorry to hear that your salmon wasn't scaled or pin-boned, especially after looking forward to it. I understand your concern about being charged for the weight of bones and scales. To help us look into this for you, could you please provide more details about the product, such as the specific salmon product name and where and when you purchased it? A human colleague will be best placed to investigate this and address your query about pricing and product quality.",True,False,True,,,,,,5.0,,,Gemini escalated but human said NO,,
escalation_false_positive,GOLD_147,,,,I understand your concern about allergen labeling. I don't have access to specific product ingredient lists or legal requirements for labeling. A human colleague would be best placed to investigate this for you. Could you please let me know which specific product you are referring to?,True,False,False,,,,,,5.0,,,Gemini escalated but human said NO,,
escalation_false_negative,GOLD_003,,,,"I'm sorry to hear about your recent experience. So I can look into this for you, please could you DM your full name, full address, email address, which store you visited, and when this happened? Thank you.",False,True,False,,,,,,5.0,,,Gemini did not escalate but human said YES,,
rule_false_positive,GOLD_037,,,,"I'm sorry to hear that your salmon wasn't scaled or pin-boned, especially after looking forward to it. I understand your concern about being charged for the weight of bones and scales. To help us look into this for you, could you please provide more details about the product, such as the specific salmon product name and where and when you purchased it? A human colleague will be best placed to investigate this and address your query about pricing and product quality.",True,False,True,,,,,,5.0,,,Rule escalated but human said NO,,
rule_false_negative,GOLD_031,,,,"I understand your frustration regarding the Christmas priority booking slots. The historical information available to me doesn't specify how a delivery free trial might affect eligibility for these slots. To look into this further for you, I'll need to escalate this to a human colleague who can access more detailed information about your account and the terms of your trial.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_231,,,,I'm really sorry to hear about the two pints of milk leaking and ruining your car. That sounds incredibly frustrating. A human colleague will be able to look into this for you and log the details on our system. They may need your full name and address to help with this.,True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_017,,,,"Hi there, I'm sorry to hear about this unexpected charge for your Delivery Saver Plan. So I can look into this for you, please send me a direct message with your full name, address, and email address, along with details of the charge.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_243,,,,"I understand your concerns regarding the handling of doughnuts, the use of napkins instead of tongs, and the potential cross-contamination risks for nut allergies in the display cabinet. I also see you're asking about a manager's response. As I don't have access to specific store operations, internal systems, or the details of your previous interaction, I'm unable to investigate this directly or comment on a manager's response. For a full investigation into these important matters, especially concerning allergy safety, please contact our customer service team directly. They will be able to look into this for you.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_054,,,,"I understand you're having trouble accessing the live chat feature on our website. I'm unable to check the real-time status of the live chat or resolve website functionality issues directly. For immediate assistance, please try contacting Tesco customer service through another channel or try accessing the live chat again later. A human colleague would be best equipped to provide an update on the live chat availability or assist with your query.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_027,,,,"Hi there, I understand you're asking about Christmas delivery dates, especially for December 24th in London and Nottingham, and your booking for the 23rd. I don't have access to real-time delivery schedules for specific locations or individual bookings. For the most accurate information regarding your specific order and delivery date, please check your booking details or contact our customer service team directly. They will be able to confirm this for you.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
